longitude,latitude,ID
-87.69971245572445,41.93573340896696,I71
-87.7552377848426,41.95147446319838,I72
-87.66922539716896,41.96050326636084,I73
-87.72186627127502,41.83501098632652,I74
-87.66677803369451,41.99920390330622,I75
-87.60067598295252,41.76526516063915,I76
-87.77466180627925,41.96586304019444,I77
-87.68243911437337,41.96140992042116,I78
-87.66099529153058,41.917807647898215,I79
-87.680615120975,41.76190907343863,I80
-87.73186808811508,41.9390335006241,I81
-87.78982171590755,41.94158173267745,I82
-87.62384774284877,41.814713359956805,I83
-87.55763272774175,41.665970561610536,I84
-87.65206236297742,41.77925261666924,I85
-87.90404905958917,41.96057045468875,I86
-87.62378136063698,41.895745422338784,I87
-87.76752958660224,41.9332571974763,I88
-87.79831483019046,41.77762382499815,I89
-87.60362758030115,41.71092378807709,I90
-87.65702435580603,41.8713090406239,I91
-87.66383749714716,41.76670385838029,I92
-87.68351859393492,41.95083459476871,I93
-87.54011594830318,41.68253885573253,I94
-87.66381067502668,41.68477941991328,I95
-87.77700816217143,41.794894941095194,I96
-87.68691715103253,41.934498302311624,I97
-87.66554224630798,41.89204606218663,I98
-87.79039898029426,41.79217924059076,I99
-87.8224180216729,41.99125196326938,I100
-87.67842782992106,41.93410612627297,I101
-87.77098304901537,41.971716058051484,I102
-87.66769689762738,41.91084283329341,I103
-87.64063744475817,41.715913364163036,I104
-87.72274179952363,41.84794059869665,I105
-87.72391032397458,41.68389997412988,I106
-87.7218235857545,41.76410643076141,I107
-87.62470618515573,41.74136660075899,I108
-87.71701424173034,41.96472364608773,I109
-87.62459958132916,41.89254147388886,I110
-87.69113821556637,42.008635683890326,I111
-87.76122610290399,41.96672274496923,I112
-87.80433908162276,41.99551303818674,I113
-87.67754429030924,41.7323227937107,I114
-87.63330875633902,41.78256511160811,I115
-87.64098829080628,41.81535034731217,I116
-87.71043851961946,41.687908968287246,I117
-87.66088459379262,41.79408837433243,I118
-87.75854024968066,41.92190409122857,I119
-87.58576784731797,41.77328967381104,I120
-87.68977460885885,41.741805731706556,I121
-87.7001150843932,41.97580913334722,I122
-87.6622429244883,41.757773400570926,I123
-87.60029580815831,41.65921968651425,I124
-87.61621043122672,41.804804654310736,I125
-87.54109134852105,41.65820243607086,I126
-87.60136308264619,41.74462579347283,I127
-87.70227414911619,41.791394984231076,I128
-87.63051596630118,41.76542327596518,I129
-87.70555857856543,41.68770123231245,I130
-87.75012760776629,41.94334871208176,I131
-87.53615074711958,41.72134153730694,I132
-87.68350889895281,41.99965068077055,I133
-87.76944934448542,41.87098188102752,I134
-87.53406179488161,41.68639286745587,I135
-87.68847136958816,41.68976122533644,I136
-87.61703807891793,41.81481709570905,I137
-87.8552646861528,41.98480053839923,I138
-87.69198709170423,41.815916524916425,I139
-87.68374875649576,41.939506554785716,I140
-87.80060168117328,41.919142109745785,I141
-87.63271587935017,41.89695585490093,I142
-87.82068669849237,42.005647827869645,I143
-87.75202564656279,41.87579247456295,I144
-87.53461468391725,41.71197761478619,I145
-87.72788347206478,41.78693191769559,I146
-87.59750678488265,41.70758956413255,I147
-87.71504650753631,41.91001225734337,I148
-87.6848089801853,41.78837445325341,I149
-87.77491809840805,41.97881484270361,I150
-87.72766106258163,41.83039549436902,I151
-87.67547972774143,41.91051693677721,I152
-87.54421989916654,41.74242943799146,I153
-87.61575932434694,41.8852774800407,I154
-87.66882522758529,41.81690776644154,I155
-87.67927346819694,41.97166015420829,I156
-87.87837364632647,41.97433699968221,I157
-87.8990209756419,41.99341656249986,I158
-87.70835052368595,41.80988578878286,I159
-87.69641221744627,41.79182237756857,I160
-87.64682929801772,41.83176909884774,I161
-87.60964735740177,41.81494623903283,I162
-87.74406327995219,41.98808901590363,I163
-87.67098868739791,41.967688336117675,I164
-87.68199058996666,42.00584746957474,I165
-87.68727623763573,41.778203544716206,I166
-87.71655746644856,41.838856134096886,I167
-87.65085625365506,41.73378906198201,I168
-87.61099503086355,41.82661972553047,I169
-87.6918286939117,41.89800707200309,I170
-87.89622663154863,41.95178071305071,I171
-87.61877281538807,41.85121270345884,I172
-87.74696502302872,41.99593009742046,I173
-87.71760545545624,41.897631337990795,I174
-87.77208235476961,41.8888525433397,I175
-87.9253755847024,41.98538279650363,I176
-87.79171217302117,41.99411400306082,I177
-87.76455905061475,41.99629774375832,I178
-87.64147538234423,41.66487210147478,I179
-87.57320261873882,41.726145125430016,I180
-87.71899835231152,41.71320212868386,I181
-87.766704570089,42.00223600294695,I182
-87.67000363262046,41.815295686314876,I183
-87.93518769511346,41.99305378043677,I184
-87.67186300554667,41.75571560296281,I185
-87.63847028967504,41.81806096271321,I186
-87.67600161834362,41.927315855627924,I187
-87.65062685616749,41.93542719457606,I188
-87.5912563169112,41.799517036815175,I189
-87.89747153610935,41.982135471079445,I190
-87.86560112447069,41.97322775359204,I191
-87.68478172847551,41.77377702110699,I192
-87.60565211703502,41.76807129538715,I193
-87.62499637266305,41.7190256982501,I194
-87.72158334608616,41.83510843937424,I195
-87.62329657007372,41.83299463640636,I196
-87.9253041141973,41.981588340259535,I197
-87.65479043746026,41.935340255159986,I198
-87.66509767326248,41.801313691751496,I199
-87.6307277276077,41.87617255300998,I200
-87.79016745153258,41.999865924800396,I201
-87.7651879214099,41.99625146503529,I202
-87.68217620037552,41.73006035589747,I203
-87.74031045384794,41.73962213025094,I204
-87.57851333170503,41.75540743388136,I205
-87.58677553905038,41.707758682662714,I206
-87.80954492048177,41.948850573407604,I207
-87.62163436780706,41.694414135654306,I208
-87.60519325972044,41.72569745923783,I209
-87.6282944631421,41.82040324893597,I210
-87.66102516116051,41.69784949435294,I211
-87.60839424828796,41.691856856865684,I212
-87.65976813479037,41.8184516236136,I213
-87.60112576141931,41.78312767311055,I214
-87.77192189697065,41.94946892399746,I215
-87.64878548606002,41.706862562466036,I216
-87.59214796740308,41.79541075538304,I217
-87.65526341624984,41.93817774303691,I218
-87.63513475300768,41.875459401678626,I219
-87.63874249319804,41.881907478047964,I220
-87.6145392660724,41.77035124000103,I221
-87.7843450010703,42.01175739688337,I222
-87.75895754361639,41.94141098220229,I223
-87.67890047754958,41.69664803383152,I224
-87.63786150200666,41.66491400174561,I225
-87.70287484603404,41.94514913044833,I226
-87.7262214428997,41.97555226908258,I227
-87.58498261097206,41.71492240338464,I228
-87.58889094853919,41.73686911836988,I229
-87.72036641858978,41.90730741495226,I230
-87.73376243268088,41.9133288849392,I231
-87.53444539493474,41.73780222538767,I232
-87.74105400670656,41.927286264577816,I233
-87.62574140813314,41.755687598700405,I234
-87.93982699642312,41.98731446968141,I235
-87.65644252845735,41.77776251925763,I236
-87.61774175410889,41.73587542769107,I237
-87.54742279729305,41.74471037070245,I238
-87.61738800472993,41.786119523730605,I239
-87.7085623091599,41.793438565186996,I240
-87.65504618627394,41.763222162688386,I241
-87.70749261938647,41.934474421207526,I242
-87.61100274451842,41.89061153573017,I243
-87.91423665459052,41.95678058383282,I244
-87.82439487622572,41.952349951581326,I245
-87.68609825706967,41.9449452977792,I246
-87.62686594792945,41.84163598812065,I247
-87.63130966463494,41.82078590030235,I248
-87.591862110171,41.80302361567204,I249
-87.68629392551408,41.87647920217871,I250
-87.66896735645273,41.774695817216944,I251
-87.72219548732613,41.75794478922458,I252
-87.74103689694319,41.96946824688352,I253
-87.6427628247029,41.880546501468714,I254
-87.61830444533616,41.838408677298304,I255
-87.6531157869914,41.72813850251223,I256
-87.55063805754719,41.66463237854917,I257
-87.80437517924919,41.92534056577019,I258
-87.66142212546019,41.67958191148138,I259
-87.61861013778534,41.69811318408718,I260
-87.72277053730546,41.779015310253904,I261
-87.63199925831336,41.81128154888516,I262
-87.65505933138327,41.6703366513107,I263
-87.60066522149702,41.77683269828527,I264
-87.55330596184432,41.71184583075416,I265
-87.7013464457145,42.00662378522933,I266
-87.63662725810302,41.92017298884789,I267
-87.56808631024394,41.72438520374163,I268
-87.74915034179114,41.969837008854974,I269
-87.72366752731214,41.76630799520827,I270
-87.748580416014,41.89865336546189,I271
-87.68207786212822,41.90071428540246,I272
-87.73157668749013,41.975496485614265,I273
-87.61020735263503,41.685453899388015,I274
-87.66297474369246,41.865126558598206,I275
-87.61357525888467,41.74017174229038,I276
-87.7826015437524,41.944790406165225,I277
-87.7433635320793,41.869564570432345,I278
-87.77231592763884,41.89547696000614,I279
-87.7040766362972,41.94422993564094,I280
-87.9027950878501,41.95097270512527,I281
-87.67648570658103,41.95053895204906,I282
-87.74546779317555,41.80280926971129,I283
-87.68153947610338,41.89583452789618,I284
-87.73078113761336,41.903513040231914,I285
-87.59529069601558,41.75686183227716,I286
-87.66762958672874,41.82499494213236,I287
-87.6704348505961,41.90362266100969,I288
-87.76991031265632,41.77706847095471,I289
-87.66228527339662,41.89174651589319,I290
-87.81218516500564,41.99646049922048,I291
-87.71574333801836,41.787867154647394,I292
-87.55528083349651,41.74970419716998,I293
-87.55677667073304,41.755825107408896,I294
-87.65365918194911,41.897454330384704,I295
-87.67580642678686,42.01577668566971,I296
-87.79881888634957,41.79398891680177,I297
-87.84174434354453,41.97686707827841,I298
-87.91062523782038,41.95485947728764,I299
-87.73539717262844,41.827461365209274,I300
-87.63830063604298,41.903536119660544,I301
-87.5831787945834,41.707993408344585,I302
-87.67414333394952,41.89960131343149,I303
-87.71624180235698,41.907277595960466,I304
-87.76904305717561,41.91115929351166,I305
-87.65958561646009,41.922718391826166,I306
-87.7816428536636,41.787939158645024,I307
-87.63101036610256,41.8381076478745,I308
-87.68583687642011,41.77033355788541,I309
-87.62769307311193,41.88205290888506,I310
-87.7138330387597,41.77332992052601,I311
-87.76994001104613,41.919517336907205,I312
-87.6834368981592,41.90568395520019,I313
-87.78070464694942,41.92741798299234,I314
-87.641543893315,41.84368655738655,I315
-87.59338017121713,41.71356575224437,I316
-87.67308942916596,41.79421002966777,I317
-87.7814359533167,41.78501221945887,I318
-87.6188242645459,41.66616245317899,I319
-87.71639052069594,41.93572486426315,I320
-87.88909904786331,41.97463339391579,I321
-87.65137371505718,41.79961917057273,I322
-87.68978099670761,41.74035653953696,I323
-87.70128125138082,41.93145227696414,I324
-87.67422060659715,41.937031987780486,I325
-87.58631517386765,41.77659105145055,I326
-87.62741983183815,41.692532628728976,I327
-87.64443357606244,41.91336121000769,I328
-87.81099118601573,41.95208138416286,I329
-87.69936073634213,41.850026854721385,I330
-87.55582198557488,41.73008279978223,I331
-87.67542028913907,41.83584431800931,I332
-87.61457837008483,41.770590335788135,I333
-87.61854008795787,41.84847312180622,I334
-87.67490479098343,41.97554864370649,I335
-87.69553959658272,41.89473314720614,I336
-87.7411747472954,41.743825060127044,I337
-87.77456977620515,41.79065543997465,I338
-87.64474731475768,41.84634536518209,I339
-87.74087766629815,41.75739524455666,I340
-87.68929545331534,41.76223531074716,I341
-87.66313905083103,41.73869912367697,I342
-87.73985226256944,41.95929489306916,I343
-87.72555753765991,41.778624588649286,I344
-87.68200767723476,41.87395514125885,I345
-87.65229105798015,41.78820346851409,I346
-87.64605674640119,41.736038427843035,I347
-87.63739773278634,41.731060374668985,I348
-87.62300395873673,41.71354631436588,I349
-87.62631843629009,41.76991343947829,I350
-87.7046745488478,41.832056778652216,I351
-87.54824307150786,41.65916453636776,I352
-87.68990624046808,41.848338216031166,I353
-87.77963594672022,41.7850474989268,I354
-87.65915897516484,41.726733776575955,I355
-87.71772709112626,41.99322870077788,I356
-87.60717489253067,41.713272725575926,I357
-87.69909373830241,41.91059030737244,I358
-87.64723949693061,41.94736388935874,I359
-87.61359278765615,41.70082708802709,I360
-87.60784710476916,41.76946590810563,I361
-87.71610622770245,41.93727503612543,I362
-87.78312051608044,41.914627004090754,I363
-87.64375418182645,41.85653440675533,I364
-87.76815269789037,41.90415003408691,I365
-87.76076312884568,41.978844687643225,I366
-87.63231275727505,41.88846877651315,I367
-87.76523951499281,41.89083597196344,I368
-87.69178315632315,41.954000416050484,I369
-87.60116799027107,41.78495752079842,I370
-87.63023661935422,41.77998580368245,I371
-87.71094606843563,41.940617205275906,I372
-87.69116558958113,41.78279644055422,I373
-87.73250208870222,41.939023538629314,I374
-87.60768260420187,41.78038170488091,I375
-87.7297190530694,41.883315959792796,I376
-87.55262495054838,41.729485295794234,I377
-87.61964804347843,41.740078154019535,I378
-87.67290132124148,41.78717934793456,I379
-87.56693977009344,41.76593248685192,I380
-87.58143542330167,41.73608304544156,I381
-87.69215469391294,41.7463162612716,I382
-87.5632874053352,41.75358488354808,I383
-87.75482869246565,41.92598198335401,I384
-87.63382331561597,41.688982856727144,I385
-87.63764223324937,41.79213350590367,I386
-87.62330402112306,41.69167583447736,I387
-87.55752705888581,41.7409411395133,I388
-87.62324891946305,41.830716102000395,I389
-87.62954721086824,41.81522616300962,I390
-87.71431550157021,41.959548642924794,I391
-87.70845880986178,41.96796445683887,I392
-87.62503342052989,41.72404993363633,I393
-87.80374237345055,41.981934881820536,I394
-87.70775527491743,41.756970804156744,I395
-87.6820828585387,41.766534026496366,I396
-87.74209827120455,41.95785709711077,I397
-87.75119228679665,41.97163875374195,I398
-87.68324346259176,41.764734609246645,I399
-87.57352758008538,41.74071321832622,I400
-87.68869940956428,41.89390564858107,I401
-87.54071145937968,41.6591381424871,I402
-87.70842017411516,41.98804571194149,I403
-87.7466048547398,41.96551132246573,I404
-87.5681767301134,41.71094338517685,I405
-87.65916383930312,41.77219186741875,I406
-87.68519496511037,41.87578541571358,I407
-87.77340195666277,42.00451977944915,I408
-87.74926872189326,41.97505510286155,I409
-87.77159088345279,41.95494791036704,I410
-87.66320129369176,41.85238594226803,I411
-87.64342690151678,41.72910581753254,I412
-87.6715695575338,41.97796916673095,I413
-87.66448229430517,41.91761816725698,I414
-87.68522522510555,41.87578520090168,I415
-87.79508953835932,41.788459703042875,I416
-87.58493856754752,41.74056648660877,I417
-87.67389546821484,41.93981646457795,I418
-87.83425332041678,41.952684204809124,I419
-87.70364152039683,41.98309913670791,I420
-87.68138818561499,41.79383812134193,I421
-87.82585682895032,41.98391819895659,I422
-87.61430949829274,41.893450785263205,I423
-87.6864814066236,41.934544829193854,I424
-87.67435456371297,41.7484025463214,I425
-87.72809325843643,41.82757211973298,I426
-87.67371199285388,41.95075357258406,I427
-87.69558442114776,41.98523637410763,I428
-87.61905102365489,41.85325582972994,I429
-87.8074853624154,41.993548893451354,I430
-87.67121100526468,41.98672850135006,I431
-87.70278676139759,41.809027507990976,I432
-87.64658023013536,41.901901250665084,I433
-87.64966123764476,41.825514638635376,I434
-87.65170363210541,41.8525711884978,I435
-87.64147557391189,41.664877826616944,I436
-87.77344620458359,41.90202620207473,I437
-87.62420404704827,41.75644007685409,I438
-87.5546800577306,41.74279595801299,I439
-87.67926336628501,41.91145596374511,I440
-87.68771709958408,41.78832808082906,I441
-87.66475878974916,41.878929828200995,I442
-87.77619417930812,41.943028263889985,I443
-87.83013577727641,41.980232972882554,I444
-87.79498692913211,41.914483438241405,I445
-87.77784997190827,41.78691969284302,I446
-87.73768731511116,41.93895353789929,I447
-87.62109249643835,41.8880227560038,I448
-87.72291803460124,41.935474842880176,I449
-87.7171991787384,41.97449268938162,I450
-87.62741033287584,41.67615045926033,I451
-87.68603828837013,41.69077827788829,I452
-87.64246741306272,41.784016139398204,I453
-87.70298450499064,41.89799681343914,I454
-87.65589558700265,41.83340425652255,I455
-87.68234952068171,41.99288665817798,I456
-87.59713404215167,41.69218825276919,I457
-87.66650728034143,41.97338621726231,I458
-87.55811942957412,41.72809585859407,I459
-87.70444212978168,41.824186099456675,I460
-87.72109252171178,41.89214764034534,I461
-87.64690599711939,41.72299096958507,I462
-87.92672526108173,41.95907629576496,I463
-87.77180215837726,41.788876782808316,I464
-87.54500043563849,41.69136156591167,I465
-87.67987761367753,42.01366571011574,I466
-87.65565957248202,41.88616624624499,I467
-87.57923969701974,41.745173780422654,I468
-87.60425830726217,41.81865067750446,I469
-87.66141805846891,41.92524712499656,I470
-87.63859484725762,41.73082086020439,I471
-87.61188512705927,41.77430023124407,I472
-87.84338449342944,41.973752353649495,I473
-87.60890089807522,41.7073892683362,I474
-87.65398108495862,41.96910072409385,I475
-87.69685670229178,41.74258495629322,I476
-87.80954754529998,41.9835896736976,I477
-87.72012527253543,41.900064069094114,I478
-87.56217752219275,41.71428232468874,I479
-87.641649900121,41.79248185215725,I480
-87.78654339452918,41.78676277909153,I481
-87.6479170545395,41.845476623419636,I482
-87.65340096697739,41.941751807094974,I483
-87.64428146669788,41.88704421943248,I484
-87.62822392856128,41.75008224335254,I485
-87.91289987168157,41.99117220371875,I486
-87.71736322337904,41.88783650609172,I487
-87.71851931916301,41.930080877010276,I488
-87.77834014041437,41.92943910361944,I489
-87.5805335089908,41.73525170093983,I490
-87.90611846053758,41.96898660879619,I491
-87.674589301772,41.83706716501474,I492
-87.66375031795246,41.96307925761747,I493
-87.66053379164038,41.763116705831465,I494
-87.77815263978223,42.00790648631961,I495
-87.66927018618931,41.78761029459036,I496
-87.65861473139624,41.81434750557861,I497
-87.62184750436025,41.714008688837744,I498
-87.63200931667348,41.84753237015211,I499
-87.69913216289693,41.982323546088224,I500
-87.63772289994998,41.79681594977786,I501
-87.62617856769116,41.91395199127154,I502
-87.72222697333127,41.94553252222971,I503
-87.61122528622802,41.74873786675605,I504
-87.72943414789418,41.84485418859002,I505
-87.72193861599867,41.81338754339238,I506
-87.53528151998486,41.68893611552571,I507
-87.62122724284612,41.809815862592274,I508
-87.6006505305999,41.764135156790545,I509
-87.67676978302275,41.70462102506882,I510
-87.6157583110419,41.72186480365727,I511
-87.65944694987702,41.936186990454736,I512
-87.63581351381485,41.67549967323031,I513
-87.71517075843403,41.78150881609864,I514
-87.72022878876604,41.69306049614863,I515
-87.58830932599993,41.80931424319388,I516
-87.60381551281613,41.74390855996053,I517
-87.5683843424543,41.767139945710674,I518
-87.79365263176228,41.985374023497464,I519
-87.70603883051454,42.01737576456862,I520
-87.7036525045972,41.92864040490916,I521
-87.53635868671589,41.70092481341218,I522
-87.69596013956915,41.8684562311405,I523
-87.83272696236314,41.979122308727746,I524
-87.68694329857942,41.79745946024488,I525
-87.75047088849422,41.775185227632626,I526
-87.65121590536039,41.84964113632581,I527
-87.67680797156477,41.75414802132922,I528
-87.66428021417774,41.83420021951088,I529
-87.7180988057674,41.85350586839962,I530
-87.71530365700067,41.884877685231984,I531
-87.67682665973581,41.87620794977506,I532
-87.77256014476568,41.97866926481873,I533
-87.64925620722441,41.90151183678851,I534
-87.7441001969748,41.871457459936245,I535
-87.73614670531003,41.93988868158132,I536
-87.62667744469685,41.890484250255014,I537
-87.58917719623238,41.729008162124096,I538
-87.62467706377664,41.81737601195442,I539
-87.71335762041986,41.96825430537464,I540
-87.68050933368926,41.85210181741749,I541
-87.65451688410468,41.71084415603317,I542
-87.74288137630676,41.81757290649229,I543
-87.57371596088866,41.72066318063262,I544
-87.6424595768087,41.765234526948745,I545
-87.60794865543946,41.76318259141178,I546
-87.67763828712214,41.96670426933676,I547
-87.78689224724438,41.79913137095015,I548
-87.7328021569272,41.90528005061191,I549
-87.66586031888387,41.883245428504566,I550
-87.66651179804961,41.94992637301467,I551
-87.83248203218042,41.95858308369424,I552
-87.83009917019355,41.973976535119775,I553
-87.83665003166445,41.97044277291594,I554
-87.63162922389982,41.8076122611182,I555
-87.56375897245395,41.74891885778691,I556
-87.58794238222073,41.74090043536538,I557
-87.62472676651679,41.903656807229495,I558
-87.67186145375356,41.94694979365974,I559
-87.76273524259119,41.97443152063218,I560
-87.63130535949536,41.803387492679754,I561
-87.59701319461865,41.76388200538445,I562
-87.640124295332,41.78895351800087,I563
-87.72719836644659,41.93955007919298,I564
-87.60126815250716,41.67877440977607,I565
-87.62900366267068,41.83131001592254,I566
-87.789463434989,41.79219648426065,I567
-87.65282034897226,41.84463614263874,I568
-87.55390967676843,41.66650513505567,I569
-87.62443848409177,41.80859522752762,I570
-87.6530642009908,41.88556723062304,I571
-87.71246639258246,41.70234936852403,I572
-87.66251019433561,41.982150937524075,I573
-87.76435153000061,41.96143074224199,I574
-87.7239238939536,41.73666230459119,I575
-87.66962550569488,41.80052515355573,I576
-87.69232658871411,41.99778746724066,I577
-87.57522683446341,41.72794198890379,I578
-87.6172831251263,41.78020901092024,I579
-87.76581548378344,41.77714704448852,I580
-87.67865145453459,41.99069382898642,I581
-87.62013208539317,41.83107411341124,I582
-87.64387386812493,41.670507688085145,I583
-87.58957204664458,41.66073055934309,I584
-87.64623554012981,41.77426851178036,I585
-87.70681458713645,41.91740249139942,I586
-87.65205878370753,41.88084838194289,I587
-87.64420489379239,41.7952351988058,I588
-87.77138102708935,41.87019524539087,I589
-87.67515014629046,41.73130434049905,I590
-87.77446948879538,41.97856525566562,I591
-87.77939306707329,41.95797811050591,I592
-87.59550286541939,41.795076169946974,I593
-87.66098856840158,41.74939204124389,I594
-87.6552183420464,41.80761115810707,I595
-87.73294634112824,41.96724505768653,I596
-87.71231938496115,41.93242952844789,I597
-87.61409539216041,41.82751738050339,I598
-87.55736718410817,41.691898218437494,I599
-87.67439392926644,41.92187681603367,I600
-87.90297082330146,41.97647018190368,I601
-87.65346505398522,41.96446635258137,I602
-87.68735248263789,41.957352508378044,I603
-87.56844525021921,41.73533096487821,I604
-87.69963971108145,41.78453075966353,I605
-87.73381172123013,41.90763027028385,I606
-87.74089068802802,41.94948287746987,I607
-87.68637174146775,41.832408866628406,I608
-87.75027084396396,41.7929186544974,I609
-87.62394532852373,41.71262218083368,I610
-87.66618741168318,41.98633287631659,I611
-87.93971691689855,41.96769863906574,I612
-87.70212774065617,41.85919664022241,I613
-87.60390801331857,41.799379492444714,I614
-87.65946717985553,41.89604104816073,I615
-87.62586757419949,41.760624690328484,I616
-87.81285784943226,41.94515090270166,I617
-87.90770289674057,41.993468999087376,I618
-87.77764131245134,41.77884533950057,I619
-87.67786720788683,41.881256142725306,I620
-87.62902692001907,41.78170327555268,I621
-87.68529104459544,41.705047008005785,I622
-87.8023642113596,41.93261814695445,I623
-87.69073688710577,41.979520239187984,I624
-87.8453087211364,41.97914710893231,I625
-87.92603506752374,41.99617829506339,I626
-87.77479840695406,41.95855600306668,I627
-87.66545580494338,41.69360517395071,I628
-87.52473670134084,41.707936708650955,I629
-87.58759349686352,41.79490177068305,I630
-87.56422964484773,41.759014492332994,I631
-87.70485652672416,41.779868459735525,I632
-87.57353068274855,41.75091997113613,I633
-87.75040200790312,41.88043162415199,I634
-87.68240560898546,41.968175469521526,I635
-87.63871623178244,41.75983173755843,I636
-87.8215820706748,41.99622548855015,I637
-87.6341263944309,41.87448517270199,I638
-87.78687989956832,41.98549819007645,I639
-87.72072628936178,41.993733342624104,I640
-87.6981525193573,42.01845224090635,I641
-87.73731683529553,41.993695536820105,I642
-87.64363784501504,41.847325715985995,I643
-87.71214222565368,41.78247503289079,I644
-87.61528338035134,41.85820195563145,I645
-87.66982215652854,41.876305940740046,I646
-87.77656972661332,41.78286178648624,I647
-87.7474389080911,41.98835351259751,I648
-87.80574264241842,41.973695426769844,I649
-87.89473771290987,41.98405040316114,I650
-87.6302647687705,41.69340968465064,I651
-87.89780877693228,41.98696084275305,I652
-87.73280357903415,41.787779611680385,I653
-87.75511920589133,41.79803315672502,I654
-87.6438504187534,41.859594387215616,I655
-87.79113638894898,41.90967993805949,I656
-87.61812734981245,41.80837647351109,I657
-87.63079776463233,41.81888890525531,I658
-87.67651031923418,41.87747716919285,I659
-87.57061932708008,41.71268330887016,I660
-87.76509675124032,41.93357212264184,I661
-87.67027453944047,41.91598026284193,I662
-87.66953925698455,41.82680385634951,I663
-87.69409957299042,41.97950072066236,I664
-87.78904799989478,41.919343973915296,I665
-87.81893155350829,41.98364074278471,I666
-87.58964911640535,41.7781177163919,I667
-87.73405437066353,41.99369224029401,I668
-87.59435049629546,41.665917344974105,I669
-87.62352458498626,41.841149755986784,I670
-87.69724365850074,42.01859241790344,I671
-87.9256074188667,41.98853481005268,I672
-87.66949437780607,42.0196443203451,I673
-87.73738717934356,41.88454494061698,I674
-87.56928025903058,41.72364477664892,I675
-87.73419567760217,41.95648373182506,I676
-87.7086985573643,41.883590912179294,I677
-87.68469369670204,41.94131645626549,I678
-87.60753976655678,41.7000955072794,I679
-87.72320310812734,41.9279224725334,I680
-87.63009028115252,41.7783495914826,I681
-87.67974602393198,41.92933183728911,I682
-87.90130025185974,41.951346590005784,I683
-87.72195723226275,41.91539729457091,I684
-87.70574287938682,41.935693869064345,I685
-87.67302728630375,41.70636488351836,I686
-87.68823502474675,41.78466962301498,I687
-87.72334143153559,41.73665329597361,I688
-87.60289066580742,41.794997357431775,I689
-87.70227324331701,42.00116259259232,I690
-87.63608045377534,41.836358159525886,I691
-87.67315590610448,41.95240917266681,I692
-87.66604433260048,41.853894055819374,I693
-87.60379947674501,41.74532484097147,I694
-87.70963452980727,41.97447002855256,I695
-87.7760778307425,41.79360768571438,I696
-87.68418168170363,41.79947109870175,I697
-87.66420845734832,41.77900790521512,I698
