ID,longitude,latitude,heading,dates,status,absolute_greenery,relative_greenery,relative_tree
I20,-87.61720592301906,41.8347233647049,336,2019-07,OK,39636,0.17308599276843264,0.1695533748386607
I21,-87.65670694503618,41.94575540419406,101,2019-07,OK,31340,0.13685828573424863,0.14734074861438007
I22,-87.62398468480008,41.90094618283739,152,2021-11,OK,518,0.0022620482453841986,0.002458051780426695
I23,-87.70059930586932,41.95117906302551,299,2022-09,OK,165980,0.7248161539939563,0.5138799255941082
I24,-87.5839815992925,41.71236103300507,99,2019-07,OK,21709,0.09480078254642002,0.0019835244096879506
I25,-87.71788062603315,41.91437247924701,283,2022-09,OK,83947,0.3665871892958829,0.2583991344620758
I26,-87.65375264384268,41.71112714516163,3,2019-08,OK,73017,0.3188570979405754,0.15174436261483562
I27,-87.7706572542274,41.97469452804993,114,2021-12,OK,41515,0.1812913762685811,0.19700003796218965
I28,-87.64281994527943,41.84821158343767,319,2023-06,OK,721,0.0031485266118185472,0.0034213423430263456
I29,-87.71004632614341,41.91189162296521,8,2022-09,OK,55137,0.2407771314782791,0.18797927264444614
I30,-87.80137140814504,41.98250584886978,288,2022-09,OK,53652,0.23429230204894408,0.2067325943360413
I31,-87.70039726982834,41.91579904473458,73,2022-09,OK,33918,0.1481161242991144,0.11566604661756891
I32,-87.62743246897347,41.67670042215073,235,2022-07,OK,133679,0.5837612884067844,0.402067041226938
I33,-87.63106313481966,41.88880687964888,129,2021-08,OK,46770,0.2042393753602683,0.22193645129451067
I34,-87.74545640882553,41.81306504655234,10,2019-09,OK,173178,0.7562490174500864,0.4633190342418951
I35,-87.58090770621543,41.78837654864009,305,2022-07,OK,96887,0.42309472654544183,0.3470076304001215
I36,-87.84078130949148,41.93749306217312,269,2021-08,OK,91298,0.3986881866932174,0.28537127021486597
I37,-87.64103007373109,41.82284250660387,169,2022-11,OK,18781,0.08201453300494332,0.08548610583858476
I38,-87.5544061396268,41.66521817951408,91,2018-10,OK,90877,0.3968497266327796,0.2265630931592134
I39,-87.62130537232997,41.748449446845,168,2022-09,OK,76359,0.3334512393229576,0.2270660921721965
I40,-87.63120636440001,41.81728276705074,49,2022-06,OK,16958,0.0740536952610526,0.07006871156328297
I41,-87.81684011924989,41.94785045505777,331,2019-08,OK,96863,0.4229899212213314,0.3931316908359274
I42,-87.75079930065695,41.96467414413232,290,2022-10,OK,63611,0.27778214466628237,0.30138182370359123
I43,-87.66951979721965,41.88860035521676,147,2021-06,OK,0,0.0,0.0
I44,-87.67320196223554,41.888768888199,32,2019-08,OK,0,0.0,0.0
I45,-87.73306625373024,41.97178512140932,290,2019-06,OK,156509,0.683457352966864,0.5652522587502847
I46,-87.6835218738085,41.99302057771065,225,2022-08,OK,83931,0.3665173190798093,0.3843007364664794
I47,-87.63019373217604,41.85690341270433,103,2021-08,OK,94458,0.41248755436776186,0.448229063852403
I48,-87.66778597678322,41.77551654133823,164,2022-08,OK,57658,0.2517860573983825,0.2076436868878597
I49,-87.57002205940351,41.7516714369654,150,2022-10,OK,29466,0.12867473667662319,0.13705774049047148
I50,-87.68479236771948,41.70088103080202,314,2018-08,OK,136048,0.5941064472741882,0.5326712094753625
I51,-87.71525666497396,41.88630051873704,85,2021-07,OK,66654,0.2910705863857884,0.2933433300432769
I52,-87.73538925729993,41.87868153416891,120,2021-09,OK,29875,0.1304607940750057,0.10421095588793562
I53,-87.66365947011828,42.00138569663186,154,2019-07,OK,44704,0.19521738370975913,0.1701560245994989
I54,-87.65875810437097,41.85449241161431,315,2019-07,OK,42246,0.1844835717654457,0.20046883304228988
I55,-87.77743712081941,41.99744225985859,36,2022-10,OK,119635,0.5224327062481441,0.5410750892111457
I56,-87.76210898159518,41.95420654009541,135,2022-08,OK,85472,0.373246694265402,0.35475666236428516
I57,-87.6760563757748,41.97971426636127,259,2021-11,OK,37765,0.16491554437632097,0.17902019588489865
I58,-87.62528176721555,41.74659752832247,78,2023-09,OK,4383,0.019140072315673638,0.02079853465947916
I59,-87.67414465094518,41.71014211517566,152,2019-10,OK,147484,0.6440461842128247,0.382862918533141
I60,-87.63198606161212,41.80772598203125,89,2022-09,OK,14525,0.06342905552935423,0.035537354794624554
I61,-87.53282142183288,41.70273036033119,152,2022-10,OK,27912,0.12188859194047058,0.11661984663275378
I62,-87.76687547318635,41.90274487775252,244,2016-01,OK,20447,0.08928976925361141,0.09702661149495102
I63,-87.5893690843391,41.77147180077247,220,2022-09,OK,103365,0.4513834302782581,0.4131994533444689
I64,-87.59304196206368,41.77942099301872,193,2022-06,OK,96852,0.4229418854477808,0.4056497228760155
I65,-87.70772691143927,41.95936036968168,123,2022-11,OK,18609,0.08126342818215165,0.05697650140460102
I66,-87.5913517407615,41.77418397762045,187,2022-09,OK,114175,0.4985894950130133,0.43787013134917624
I67,-87.5881450781099,41.80996249860693,113,2022-07,OK,42873,0.18722161085783157,0.16001062941310454
I68,-87.79336523309254,41.94127818991069,316,2019-05,OK,117341,0.5124150640185855,0.40494267709361476
I69,-87.72671130900076,41.81633282314273,217,2022-08,OK,10706,0.04675190833027651,0.0
I70,-87.61682453744272,41.86032705526576,280,2021-08,OK,78795,0.3440889797201698,0.3725514387669881
I71,-87.69973498833654,41.93572597372926,191,2022-08,OK,104872,0.4579643312546944,0.4238573380912611
I72,-87.75519546757589,41.95146916534519,290,2022-08,OK,88054,0.3845220003842862,0.346817819451826
I73,-87.66928519394847,41.96047860496953,323,2019-06,OK,110599,0.4829735017205541,0.4364845114266191
I74,-87.72185168117593,41.83497810720134,277,2019-08,OK,67250,0.2936732519345316,0.18144028547566624
I75,-87.6667861953658,41.99922852543601,307,2021-11,OK,41312,0.18040489790214675,0.19603674739959
I76,-87.60068395960451,41.76528303739489,137,2022-09,OK,44752,0.19542699435798006,0.13869960519322755
I77,-87.77464387831583,41.965857523495,110,2019-05,OK,79222,0.3459536411116351,0.2885411130514008
I78,-87.68243563393973,41.96140561506374,59,2021-11,OK,31592,0.1379587416374085,0.14649134462075772
I79,-87.66097571216777,41.91781467810942,358,2019-07,OK,90465,0.3950505685688833,0.4096072811479766
I80,-87.6806293388905,41.76193372582045,59,2022-07,OK,34322,0.14988034725497387,0.06267082985346595
I81,-87.73183024530125,41.93903216236345,58,2022-09,OK,17497,0.07640744816503345,0.08300432768962114
I82,-87.78979607124921,41.94153183536489,208,2014-10,OK,71151,0.3107084839909867,0.2020537544605573
I83,-87.62379383238284,41.81471418171832,169,2022-06,OK,62215,0.271685968313857,0.09834579758560474
I84,-87.55761546206378,41.66609053651034,192,2019-07,OK,167927,0.7333184859124177,0.471352782628502
I85,-87.65205984809789,41.7792849110912,181,2022-08,OK,112364,0.49068105993117783,0.42757288740414545
I87,-87.62379729695631,41.89574658919498,43,2021-11,OK,30283,0.13224248458488358,0.14370112368081392
I88,-87.76751530201467,41.93323172209202,195,2021-07,OK,111848,0.4884277454628028,0.38276326778528585
I89,-87.79830774548138,41.77738505560937,246,2023-08,OK,38451,0.16791122989047844,0.15812675575127175
I90,-87.6036444812132,41.71091838906066,286,2021-09,OK,46882,0.20472846687278382,0.02368840634727811
I91,-87.6570742247884,41.87129479759242,134,2021-08,OK,109536,0.4783314992401614,0.3881064459798041
I92,-87.66382562418029,41.76673007277344,296,2022-08,OK,27117,0.11841691557931143,0.12867758712322527
I93,-87.68352074553457,41.95081227481134,305,2022-08,OK,80604,0.3519886810249961,0.3259433604130286
I94,-87.54004788644686,41.68255169224724,183,2021-11,OK,9726,0.04247235759576586,0.008223559334902437
I95,-87.66379025629212,41.68477770174069,329,2022-07,OK,31766,0.13871858023720937,0.1324026269835244
I96,-87.77700273118995,41.79481094789563,80,2015-09,OK,111107,0.48519188108089223,0.24356066357907524
I97,-87.68722464292874,41.93452029743366,208,2014-11,OK,0,0.0,0.0
I98,-87.66553243079225,41.89203084186207,112,2019-08,OK,71279,0.3112674457195759,0.3381861665780882
I99,-87.79036983958083,41.79217081439792,20,2018-07,OK,24355,0.10635556952959876,0.10035779363753701
I100,-87.82241873483045,41.99123195334209,183,2019-07,OK,74889,0.32703191322119163,0.23872997494495482
I101,-87.67838289778386,41.93410755087319,306,2022-09,OK,74049,0.32336372687732534,0.2783767367701769
I102,-87.77098044624583,41.97177052919779,135,2018-06,OK,93963,0.41032594455798355,0.3940048211980867
I103,-87.6676480538505,41.91087149299424,7,2021-08,OK,22140,0.09668291149190379,0.10500341659706931
I104,-87.64063819588104,41.7158832710929,254,2019-07,OK,111882,0.48857621967195936,0.3258057474755144
I105,-87.72276645673354,41.84793803351231,133,2022-08,OK,17471,0.07629390906391378,0.07388391162402247
I106,-87.72389975480174,41.68391645927029,65,2022-06,OK,29593,0.1292293315167077,0.05917830840482879
I107,-87.72177765359284,41.76410757037908,335,2023-06,OK,48994,0.2139513353945047,0.23248994001974033
I108,-87.62470071318775,41.74140462476173,294,2022-09,OK,28508,0.12449125748921379,0.1335842001366639
I109,-87.71696297096261,41.9647184959239,146,2022-08,OK,96752,0.4225051965973205,0.378245767215853
I110,-87.62458917105761,41.89253044779097,224,2021-08,OK,364,0.001589547415675383,0.001727279629489029
I111,-87.69116814538394,42.008624246016,127,2018-08,OK,65798,0.2873325298258485,0.20557474755143876
I112,-87.76122180700112,41.96674530680614,228,2022-10,OK,178578,0.779830215374941,0.5847126262242807
I113,-87.80436006995349,41.99552271805805,276,2021-09,OK,12597,0.05500969449248022,0.0477232176751955
I114,-87.67754132831766,41.73229404145861,214,2019-10,OK,133852,0.5845167601180806,0.5954274542555614
I115,-87.63335159158252,41.78255306512027,23,2022-06,OK,130899,0.5716213383639889,0.3400652949662136
I116,-87.64091616222632,41.81533623927974,293,2019-05,OK,93509,0.4083433771768939,0.3529534583554779
I117,-87.71042738353292,41.68786556635641,323,2018-08,OK,49905,0.21792957082219777,0.09537051097107281
I118,-87.66083769336898,41.79407680791898,348,2022-10,OK,44023,0.1922435326381247,0.1915002657353276
I119,-87.75854508494378,41.92192325108363,256,2021-07,OK,29305,0.12797166762738213,0.0
I120,-87.585763979945,41.77330998674708,356,2022-07,OK,41509,0.1812651749375535,0.15728684230506415
I121,-87.68977749698999,41.74180402895112,124,2019-10,OK,105195,0.4593748362416811,0.27663047604585833
I122,-87.70015493066082,41.97581937854903,214,2022-11,OK,41584,0.1815926915753987,0.17962284564573686
I123,-87.66200647511947,41.75744844267813,135,2022-07,OK,1435,0.006266485004104875,0.006809467770100979
I124,-87.60026762208098,41.6592695439139,202,2023-05,OK,45344,0.19801219235270484,0.11165629033482652
I125,-87.616209477765,41.80475767786967,56,2022-07,OK,45386,0.19819560166989816,0.12675575127173336
I127,-87.60135114672262,41.7445857842401,237,2022-09,OK,85365,0.3727794371954095,0.2752116392073495
I128,-87.70227834325962,41.79142185730205,357,2022-09,OK,53392,0.23315691103774738,0.20187817933338395
I129,-87.63053554606785,41.76541434418886,337,2022-05,OK,19345,0.08447745812153924,0.0016371194290486675
I130,-87.70555766701005,41.68772446038495,118,2019-09,OK,73369,0.32039424269419553,0.225884519019057
I131,-87.75013745412217,41.94334011037495,185,2019-06,OK,120703,0.5270965431710598,0.326327727583327
I132,-87.53614710232479,41.7213225098412,250,2022-10,OK,68441,0.29887421614351345,0.3225837066281983
I133,-87.68355940770523,41.99964103230698,348,2018-07,OK,100592,0.43927404845499485,0.35216099764634423
I134,-87.76944059010519,41.87100903061876,114,2023-09,OK,46721,0.20402539782354276,0.1901810796446739
I135,-87.53415134554268,41.68640538494761,159,2019-06,OK,38540,0.16829988296738807,0.09020765317743527
I136,-87.68846720573463,41.6897292678466,194,2015-10,OK,104208,0.4550647172876382,0.38866638827727584
I137,-87.61700781082148,41.81482908171995,285,2022-06,OK,5359,0.023402155496165873,0.0080859463973882
I138,-87.85522152679806,41.9848056627004,22,2022-08,OK,89685,0.3916443955352932,0.4190076683623111
I139,-87.69198284057863,41.81592932355852,43,2022-11,OK,48444,0.21154954671697324,0.20842191177587124
I140,-87.68368825629756,41.93952656373369,303,2022-08,OK,34293,0.1497537074883404,0.16272967124743756
I141,-87.80059251405208,41.91914149894239,17,2019-05,OK,142623,0.622818739191951,0.5028803811403841
I142,-87.63264895191575,41.8969471820969,315,2021-11,OK,31521,0.13764869255358173,0.1490727735175765
I143,-87.82070635504797,42.00565930767881,10,2021-09,OK,30935,0.13508969588988454,0.11420450231569357
I144,-87.75203021034164,41.87578784454367,24,2022-08,OK,97915,0.4275838879281734,0.2127068939336421
I145,-87.5345732636029,41.71197801969294,355,2022-10,OK,31917,0.1393779804014044,0.12932768962113736
I146,-87.72788050292986,41.78691694698099,323,2022-09,OK,39281,0.1715357473492987,0.055937286462683165
I147,-87.59753763520156,41.70759309693909,295,2022-09,OK,39678,0.17326940208562594,0.17534735403538076
I148,-87.71505724975877,41.90995427975799,39,2022-09,OK,20785,0.09076577756816713,0.09863051400804798
I149,-87.68484494378566,41.78836800032482,207,2022-08,OK,109487,0.47811752170343585,0.45413692961810037
I150,-87.77487493483534,41.9787977382278,86,2022-10,OK,46976,0.20513895439221647,0.16760781261863184
I151,-87.72769286582896,41.8303971348378,143,2021-06,OK,14175,0.06190064455274328,0.02895566016247817
I152,-87.67547724695574,41.91050528831234,203,2021-06,OK,3829,0.01672081608412374,0.018169653025586516
I153,-87.5442178396103,41.74243931358557,140,2022-10,OK,123200,0.5380006637670527,0.35540676486219724
I154,-87.61576149216732,41.88524068270224,309,2021-08,OK,42589,0.18598141452252442,0.20209646192392378
I155,-87.66885578707698,41.81693780501459,326,2017-08,OK,92101,0.4021947981624133,0.43318180092627745
I156,-87.67926025895301,41.97168238808364,147,2021-11,OK,28131,0.12284494052297856,0.13348929466251613
I157,-87.8782269320351,41.97433079798373,30,2023-10,OK,12465,0.05443326520987266,0.014781527598511882
I159,-87.7083129971372,41.80989952967037,23,2022-09,OK,7501,0.03275603067302486,0.035594298079113205
I160,-87.6963870408077,41.79181629188059,238,2022-08,OK,114404,0.4995895124805673,0.42947099688710044
I161,-87.64679424212622,41.83176274211859,261,2021-08,OK,63475,0.2771882478296564,0.2944727051856351
I162,-87.60967517284688,41.81492617837135,247,2018-07,OK,55420,0.24201296092508165,0.2588072280009111
I163,-87.74410655910418,41.98809161061605,354,2019-08,OK,96132,0.41979772572446683,0.404553564649609
I164,-87.67098502456788,41.96772957822391,176,2021-11,OK,30878,0.1348407832451222,0.14649134462075772
I165,-87.68200747936618,42.0058830696207,253,2019-07,OK,99217,0.4332695767611661,0.45802805405815805
I166,-87.68726811552521,41.77816999471311,186,2022-07,OK,110763,0.4836896714353089,0.42256662364285175
I167,-87.71652544537496,41.83885601655437,94,2019-08,OK,92921,0.40577564673618755,0.4084779060056184
I168,-87.65086047671376,41.73381831935831,339,2019-07,OK,129339,0.5648089922968087,0.5181696530255865
I169,-87.61102479492476,41.82660263600507,259,2019-05,OK,56858,0.24829254659470035,0.05684363374079417
I170,-87.69182017344349,41.89796745854015,87,2021-06,OK,20638,0.09012384495799053,0.06406594032343786
I171,-87.89624007169995,41.95177583518758,343,2021-12,OK,2497,0.010904120595992942,0.0
I172,-87.61897307598748,41.85123937434665,160,2021-08,OK,3218,0.01405264720781149,0.015270290790372789
I173,-87.74692309475955,41.99593512124277,180,2019-08,OK,88893,0.38818581983964784,0.1237899552046162
I174,-87.71760515858752,41.8975946886071,322,2022-09,OK,57034,0.24906111897151043,0.17199719079796522
I175,-87.77206186522429,41.88886390568469,175,2018-11,OK,30114,0.13150448042760574,0.12052046162022625
I177,-87.79171088017523,41.99412367457064,131,2022-10,OK,41174,0.1798022672885116,0.1821330954369448
I178,-87.7645672240904,41.99626323946939,168,2021-09,OK,34147,0.1491161417666684,0.16122067420848835
I179,-87.64154489296871,41.66487094141111,250,2023-07,OK,149427,0.6525310485772677,0.5049018677397312
I180,-87.57315481538211,41.72613648215211,287,2022-10,OK,120705,0.527105276948069,0.4720740642320249
I181,-87.71893821007436,41.71319868588397,55,2023-05,OK,97952,0.4277454628028437,0.2558271961126718
I182,-87.76668169080823,42.00226226104962,73,2018-07,OK,92776,0.4051424479030201,0.3072137650899704
I183,-87.67001066943104,41.81523464296816,315,2022-11,OK,12238,0.05344198151932785,0.05726121782704426
I185,-87.67184153699881,41.75571039616618,21,2022-07,OK,148741,0.6495353630631103,0.5089922936754993
I186,-87.63845912805502,41.81809274301972,130,2021-08,OK,62690,0.2737602403535433,0.26127477032875257
I187,-87.67584159191355,41.92759340583776,7,2019-08,OK,9624,0.04202693496829639,0.04559733505428593
I188,-87.65059288327707,41.93541674135631,173,2015-10,OK,75417,0.32933763035162184,0.3391779287829322
I189,-87.59130953342093,41.79949377081453,76,2022-07,OK,16486,0.07199252388688011,0.07823058233998938
I190,-87.89748175983556,41.98213804795613,328,2022-08,OK,915,0.003995702981711471,0.0011531015108951484
I191,-87.86554583036892,41.97324006524264,192,2019-07,OK,35832,0.15647434889692396,0.06395679902816795
I192,-87.68480778702988,41.7737730132419,291,2022-07,OK,118865,0.5190702020996,0.4116667299369828
I193,-87.60563782190894,41.76804488251742,237,2022-09,OK,38147,0.16658369578507923,0.13727127780730392
I194,-87.6250413631266,41.71905301370637,178,2023-09,OK,13922,0.0607958217610788,0.06222951939867891
I195,-87.721597807398,41.83510389486999,231,2018-06,OK,100101,0.4371299061992349,0.34675613089362994
I196,-87.62329493106147,41.83299141468889,30,2023-08,OK,63139,0.2757209732921099,0.280521600485916
I198,-87.65474706619084,41.93533853785085,26,2021-11,OK,35234,0.15386294957117155,0.16483657277351757
I199,-87.6651202957496,41.80130797135162,356,2022-11,OK,21539,0.09405841150063757,0.03202110697745046
I200,-87.63071597819051,41.87616981584399,165,2021-08,OK,47854,0.20897308249925764,0.22708032799331865
I201,-87.79017998505475,41.99983644459614,57,2021-09,OK,112661,0.49197802581704486,0.44753150861741703
I202,-87.76519139323412,41.9962340966381,111,2022-10,OK,41872,0.18285035546472428,0.17290828334978361
I203,-87.68218484958153,41.73005774653981,104,2018-08,OK,52671,0.23000838442592883,0.09188748006985042
I204,-87.74030280126944,41.73963672147624,174,2022-08,OK,86325,0.37697165015982814,0.3329806013210842
I205,-87.57850896761997,41.75539464197067,18,2022-09,OK,135974,0.5937832975248476,0.46641769797281907
I206,-87.58672528340819,41.707701108617,14,2021-12,OK,10645,0.04648552813149575,0.022943398375218284
I207,-87.80954103302675,41.94885889601419,234,2014-07,OK,73932,0.32285280092228685,0.1782846784602536
I208,-87.62165817414318,41.69442117211895,37,2022-07,OK,58219,0.2542358818494646,0.01543637537013135
I209,-87.60521271377829,41.72570626122023,265,2018-06,OK,73649,0.3216169714754843,0.16257782248880115
I210,-87.6283115637508,41.82041259823073,312,2019-05,OK,57631,0.25166815140875826,0.16062751499506492
I211,-87.66101379143564,41.69785375422803,343,2019-08,OK,102170,0.4461649985152579,0.2456248576417888
I212,-87.60838540805011,41.6918425008235,266,2022-07,OK,57348,0.2504323219619557,0.1818673601093311
I213,-87.6597600185871,41.81843776225928,214,2019-07,OK,78670,0.34354311865709447,0.3733106825601701
I214,-87.6011239545498,41.78312830359545,342,2022-07,OK,118579,0.5178212719872837,0.440157353276137
I215,-87.77196397178395,41.9494628926042,328,2019-05,OK,75102,0.327962060472672,0.1521002581428897
I216,-87.64876319462515,41.70686154009394,104,2023-05,OK,20449,0.08929850303062062,0.09198713081770557
I217,-87.59209737224597,41.79543634400591,211,2022-07,OK,50366,0.2199427064228196,0.2023859236200744
I218,-87.65525360208903,41.93819213619703,222,2019-07,OK,58399,0.2550219217802931,0.27711923923771925
I219,-87.6350868717316,41.87550402446666,274,2022-08,OK,23294,0.1017223008262153,0.0965473388505049
I220,-87.63870631314943,41.88189349723044,281,2021-08,OK,8141,0.035550839315970584,0.03863127325184117
I221,-87.61452772001603,41.77038207647065,164,2022-08,OK,9295,0.0405902286502821,0.03618745729253663
I222,-87.78433890431343,42.01168609633689,87,2018-08,OK,64456,0.2814721654526717,0.27625559942297473
I223,-87.75887955244696,41.94140714271811,292,2019-05,OK,46913,0.2048638404164265,0.15937001746260723
I224,-87.67893069570535,41.69664768836626,211,2019-10,OK,171418,0.7485632936819857,0.47440399362235214
I225,-87.63786687224544,41.66490200652792,148,2022-07,OK,117739,0.5141530856434173,0.5038721433452281
I226,-87.70285547689002,41.94513519700057,139,2022-09,OK,27790,0.12135583154290905,0.049241705261559486
I227,-87.72616596542474,41.97555297800365,219,2022-08,OK,67918,0.2965903334556062,0.308347885506036
I228,-87.58496186068963,41.71490124181835,275,2021-12,OK,92463,0.4037756118010795,0.14776782324804494
I229,-87.58886573749834,41.73686178796292,94,2022-10,OK,15221,0.06646840992855771,0.07118385088451902
I230,-87.72035577447771,41.9072822128663,106,2021-07,OK,96734,0.42242659260423765,0.4477165742920052
I231,-87.7337184318319,41.91329905906572,37,2014-07,OK,54827,0.23942339604185225,0.2240813150102498
I232,-87.53450323347174,41.73782909383262,295,2022-10,OK,75721,0.3306651644570211,0.3592646723863032
I233,-87.7411315646565,41.92728353416064,5,2019-05,OK,134258,0.5862897168509493,0.49049521676410296
I234,-87.62575549212409,41.75571946348093,71,2023-09,OK,15636,0.06828066865796782,0.07120757725305596
I235,-87.9397698321783,41.98731647988233,124,2021-12,OK,96962,0.42342224318328703,0.11363032419709969
I236,-87.65649741362292,41.77776063691682,335,2022-08,OK,67171,0.293328267742668,0.1387897653936679
I237,-87.61774496463963,41.73584096623715,42,2022-09,OK,92693,0.4047799961571381,0.3191766001062941
I238,-87.54745918191577,41.74471959495246,74,2022-10,OK,31699,0.138425998707401,0.15042043125047452
I239,-87.61738768832234,41.78610778168643,176,2022-06,OK,64110,0.2799612220300791,0.18701123680813908
I240,-87.70850590157613,41.79344121601746,45,2022-11,OK,23635,0.10321140980628482,0.11215454407410219
I241,-87.65499815214753,41.76321527395429,350,2022-08,OK,85716,0.3743122150605251,0.2737026421684003
I242,-87.70749498600861,41.93448365615276,297,2023-09,OK,3312,0.014463134727244144,0.015687874876622883
I243,-87.61100332363354,41.89063793913997,353,2018-06,OK,66374,0.28984785760449966,0.3149627970541341
I245,-87.82438029889974,41.95239301275293,45,2022-10,OK,71230,0.31105346818285035,0.14624933566168097
I246,-87.6860890006462,41.94494299521497,252,2022-08,OK,94307,0.4118281542035669,0.4379887631918609
I247,-87.6268559609909,41.84165944146658,93,2021-06,OK,110610,0.4830215374941047,0.154468149722876
I248,-87.63128889817091,41.82076173798531,72,2023-06,OK,164143,0.716794179811001,0.7785048591602763
I249,-87.59185686916756,41.80299978642448,286,2022-07,OK,98068,0.4282520218693776,0.4643677397312277
I250,-87.68637917540164,41.8765054788235,36,2021-08,OK,88203,0.385172666771472,0.20774333763571481
I251,-87.66896834970419,41.77469369636349,76,2022-08,OK,189038,0.8255078691330853,0.5183262470579303
I252,-87.72225901860979,41.75793261469116,196,2018-08,OK,5793,0.025297385107163443,0.02442866904563055
I253,-87.74103037400022,41.96945212582722,259,2022-08,OK,73867,0.3225689531694877,0.3066728038873282
I254,-87.64277319298648,41.88053668285034,126,2022-08,OK,16638,0.07265629093957973,0.07895186394351227
I255,-87.61827262569628,41.83840690528686,256,2021-06,OK,54844,0.2394976331464305,0.22355933490243718
I256,-87.6531140705591,41.72813036271318,90,2019-07,OK,144264,0.629984803228004,0.48187779971148736
I257,-87.55065073362984,41.66463302531437,167,2019-06,OK,50486,0.22046673304337194,0.20789993166805862
I258,-87.80433028784053,41.92532788317184,299,2021-07,OK,76812,0.33542943981554263,0.2951987320628654
I259,-87.66143988573829,41.67956003173361,164,2022-07,OK,43923,0.1918068437876644,0.1854642775795308
I260,-87.61858741159891,41.69810576961856,58,2021-09,OK,57585,0.2514672745375465,0.20385221319565713
I261,-87.72282770665642,41.77904197911104,89,2023-08,OK,3663,0.015995912592359694,0.017381937590160202
I262,-87.63199073041764,41.81132117815359,112,2022-06,OK,87622,0.3826355045502978,0.3125664338319034
I263,-87.6550629555828,41.67032865404706,222,2019-07,OK,82884,0.3619451868154902,0.24021524561536708
I264,-87.60062020934404,41.77684291678044,9,2022-06,OK,138963,0.606835927265105,0.36941955812011235
I265,-87.55335017014089,41.71183462682743,16,2019-06,OK,47369,0.2068551415745253,0.1492578391921646
I266,-87.70138503481853,42.00661038209206,186,2022-08,OK,106783,0.4663094551869902,0.24613260192847924
I267,-87.63662737177978,41.92017175623828,283,2021-11,OK,5158,0.02252441090674073,0.024476121782704426
I268,-87.5680822931758,41.72440960175383,146,2022-10,OK,143486,0.6265873639714231,0.6116657808822413
I269,-87.74916276759372,41.96983579209046,213,2019-06,OK,22011,0.09611958287481004,0.014833725609293144
I270,-87.72367204532702,41.76634919211479,302,2022-08,OK,36385,0.15888923823996925,0.0029230886037506644
I271,-87.74862272649419,41.89864171639605,239,2021-11,OK,46834,0.20451885622456287,0.10253112899552046
I272,-87.68207502756191,41.90071534775618,278,2018-06,OK,73214,0.3197173749759821,0.2590824538759396
I273,-87.73163240568726,41.97550256233328,344,2022-08,OK,115435,0.5040917745288127,0.5092248120871612
I274,-87.610162620491,41.68544816141183,9,2022-07,OK,84910,0.3707925029258153,0.31754422595095283
I275,-87.66323670764056,41.86505161381169,284,2018-06,OK,108947,0.4757594019109504,0.06750151848758637
I276,-87.61355434387046,41.74016360265484,65,2022-09,OK,66214,0.2891491554437632,0.18495178801913295
I277,-87.78263716178743,41.94478921083838,94,2019-05,OK,104157,0.45484200597390345,0.4061289955204616
I278,-87.74334545748835,41.86955947204088,132,2022-08,OK,140555,0.6137880137644326,0.5346879508010022
I279,-87.77228873095594,41.89545896941611,211,2021-06,OK,75346,0.3290275812677951,0.27018639435122616
I280,-87.7040696440743,41.94420356781498,253,2022-09,OK,29094,0.12705025415291096,0.0001803204008807228
